"English",French,"vent,test","évacuer,test", "toto suce ""ma"" bite"
English,French,barter,troc
English,French,crawl,ramper
English,French,override,outrepasser
English,French,gear,équipement
English,French,plea,appel
English,French,woozy,patraque
English,French,tight,étroit
English,French,tie up,ligoter
English,French,mugging,agression
English,French,scoring,marquant
English,French,squeeze,presser
English,French,accurate,précise
English,French,bred,élevés
English,French,line up,s'aligner
English,French,tempt,tenter
English,French,pay back,rembourser
English,French,spoil,gâcher
English,French,success rate,taux de réussite
English,French,mallow,mauve
English,French,soak,tremper
English,French,stick,coller
English,French,idle,ralenti
English,French,muffled,étouffée
English,French,hook,crochet
English,French,merger,fusion
English,French,Pursuant,conformément
English,French,preternaturally,surnaturelle
English,French,overwhelming,écrasant
English,French,oyster,huître
English,French,lobby,hall
English,French,airy,aéré
English,French,loathe,détester
English,French,rank,classer
English,French,overall,globalement
English,French,delved,fouillé
English,French,survey,enquête
English,French,wandering,errant
English,French,strike,grève
English,French,overcome,maîtriser
English,French,plight,situation critique
English,French,playground,cour de récréation
English,French,bypass,contourner
English,French,spin,tourner
English,French,transient,transitoire
English,French,pay off,rembourser
English,French,Wield,Maniez
English,French,Deathbed,lit de mort
English,French,Worthwhile,digne d'intérêt
English,French,Suburb,banlieue
English,French,Demur,hésitation
English,French,attempt,tentative
English,French,purpose,but
English,French,mecca,La Mecque
English,French,glitch,pépin
English,French,blazing,flamboyant
English,French,blaze,incendie
English,French,sped up,accéléré
English,French,work out,élaborer
English,French,roll out,déployer
English,French,hook up,brancher
English,French,forth,suite
English,French,coy,timide
English,French,hand over,remettre
English,French,heavily,fortement
English,French,though,quoique
English,French,tough,difficile
English,French,fill,remplir
English,French,filling,remplissage
English,French,treat,"traiter, régal"
English,French,awful,terrible
English,French,tear apart,séparer
English,French,apart,à part
English,French,ecstatic,extatique
English,French,shaky,précaire
English,French,backpack,sac à dos
English,French,hitch hiking,auto-stop
English,French,hiking,randonnée
English,French,expect,attendre
English,French,peaceful,pacifique
English,French,childhood,enfance
English,French,well-known,bien connu
English,French,due,en raison
English,French,thriving,prospère
English,French,steady,régulier
English,French,outstanding,exceptionnel
English,French,prominent,important
English,French,yell,crier
English,French,roar,rugissement
English,French,run away,fuir
English,French,tend,tendre
English,French,landlord,propriétaire
English,French,swelling,"enflure, gonflement"
English,French,snug,confortable
English,French,sheltered,abri
English,French,mining,l'exploitation minière
English,French,lured,leurré
English,French,cramped,à l'étroit
English,French,boasting,bénéficiant d'
English,French,influx,afflux
English,French,windy,venteux
English,French,windswept,venteux
English,French,accordingly,en conséquence
English,French,amenities,équipements
English,French,craved,imploré
English,French,dotted,pointillé
English,French,shanties,bidonvilles
English,French,unclaimed,non réclamés
English,French,cattle,bétail
English,French,plot,parcelle
English,French,sprang up,surgi
English,French,pasture,pâturage
English,French,cast,jeter
English,French,hardly,à peine
English,French,headway,avancement
English,French,flea,puces
English,French,warmth,chaleur
English,French,foggy,brumeux
English,French,fog,brouillard
English,French,grant,accorder
English,French,grants,subventions
English,French,berry,baie
English,French,sand,sable
English,French,toddler,tout petit
English,French,supervise,superviser
English,French,follow up,suivre
English,French,attend,assister à
English,French,committee,commission
English,French,powerless,impuissant
English,French,postpone,reporter
English,French,likewise,également
English,French,nevertheless,cependant
English,French,deferred,différée
English,French,tile,tuile
English,French,heyday,apogée
English,French,accounted,comptabilisées
English,French,any,tout
English,French,appeal,appel
English,French,whoever,quiconque
English,French,turnover,chiffre d'affaires
English,French,fairly,équitablement
English,French,pit,fosse
English,French,tummy,ventre
English,French,dearly,chèrement
English,French,hatch,"trappe, éclore"
English,French,as long,aussi longtemps
English,French,spooky,sinistre
English,French,bent,courbé
English,French,hideout,cachette
English,French,mostly,principalement
English,French,mainly,principalement
English,French,wander,errer
English,French,hush,silence
English,French,herd,troupeau
English,French,wondrous,merveilleux
English,French,spike,pointe
English,French,panelists,panélistes
English,French,mortgage,hypothèque
English,French,dull,terne
English,French,claim,"prétendre, réclamer"
English,French,withhold,retenir
English,French,embrace,embrasser
English,French,refrain,s'abstenir de
English,French,badmouth,dénigrer
English,French,gut,intestin
English,French,guts,cran
English,French,undersigned,soussigné
English,French,pride,fierté
English,French,Though,bien que
English,French,stiff,rigide
English,French,lipstick,rouge à lèvres
English,French,hip,hanche
English,French,henceforth,désormais
English,French,hence,d'où
English,French,ant,fourmi
English,French,lay-off,licenciement
English,French,redundancy,redondance
English,French,revising,révision
English,French,promote,promouvoir
English,French,brink,bord
English,French,impetus,impulsion
English,French,meddling,ingérence
English,French,loggerheads,désaccord
English,French,crumble,s'effriter
English,French,fall apart,tomber en morceaux
English,French,ramp up,montée en puissance
English,French,straightforward,simple
English,French,regimen,régime
English,French,ominous,de mauvais augure
English,French,buck,mâle
English,French,deer,cerf
English,French,worth,valeur
English,French,rough,rugueux
English,French,pane,vitre
English,French,thingy,bidule
English,French,shaped,en forme
English,French,depicts,représente
English,French,expenditure,dépense
English,French,achieve,atteindre
English,French,coward,lâche
English,French,warrant,mandat
English,French,holed up,terré
English,French,choosy,difficile à satisfaire
English,French,witness,témoin
English,French,solely,uniquement
English,French,relieved,soulagé
English,French,resignation,démission
English,French,creep,"ramper, voleur"
English,French,snatch,arracher
English,French,rabies,rage
English,French,misfit,inadapté
English,French,bum,"clochard, minable"
English,French,stir,remuer
English,French,scent,parfum
English,French,pal,"copain, mon vieux"
English,French,strike,frapper
English,French,dragnet,drague
English,French,swain,soupirant
English,French,comb,peigne
English,French,claw,griffe
English,French,drill,"percer, perceuse"
English,French,worn,usé
English,French,holly,houx
English,French,grub,"ver, fouiller"
English,French,fudge,truquer
English,French,bill,"facture, billet"
English,French,leather,cuir
English,French,ribbon,ruban
English,French,giddy,étourdi
English,French,jewel,bijou
English,French,crown,couronne
English,French,shoeshine,cireur de chaussures
English,French,skirt,jupe
English,French,maze,labyrinthe
English,French,shove,pousser
English,French,outgrown,dépassé
English,French,stuffed,bourré
English,French,lack,manque
English,French,weep,pleurer
English,French,elbow,coude
English,French,bend,plier
English,French,brawn,muscles
English,French,wiggle,se tortiller
English,French,that what matters,que ce qui importe
English,French,lousy,pouilleux
English,French,outfit,tenue
English,French,shatter,briser
English,French,wage,salaire
English,French,testify,témoigner
English,French,crook,escroc
English,French,stating,indiquant
English,French,workplace,lieu de travail
English,French,intent,intention
English,French,offshore,mer
English,French,typecast,cataloguer
English,French,infringement,violation
English,French,hindrance,obstacle
English,French,litigation,litige
English,French,opponent,adversaire
English,French,trend,tendance
English,French,infringed,atteinte
English,French,increasingly,de plus en plus
English,French,patent,brevet
English,French,ramping up,montée en puissance
English,French,alongside,à côté de
English,French,flourished,prospéré
English,French,outrun,dépasser
English,French,crumbling,effritement
English,French,omit,omettre
English,French,cautiously,avec prudence
English,French,willing,prêt
English,French,committee,comité
English,French,get laid,s'envoyer en l'air
English,French,greedy,gourmand
English,French,ardent,ardent
English,French,considering,compte tenu de
English,French,abroad,à l'étranger
English,French,stingy,avare
English,French,recoil,recul
English,French,plague,peste
English,French,step aside,s'écarter
English,French,jammed,coincé
English,French,howling,hurlant
English,French,graveyard,cimetière
English,French,germ,germe
English,French,outlaws,hors la loi
English,French,ax,hache
English,French,bow,arc
English,French,dashing,fringant
English,French,shook,secoué
English,French,remains,restes
English,French,lair,tanière
English,French,bury,enterrer
English,French,strongbox,coffre-fort
English,French,custody,"garde, détention"
English,French,notorious,célèbre
English,French,tough,"difficile, dur"
English,French,bounty,prime
English,French,thunderclap,coup de tonnerre
English,French,peasant,paysan
English,French,clay,argile
English,French,leapt,fait un bond
English,French,shocked,choqué
English,French,dashed,pointillés
English,French,crisp,croustillant
English,French,parrot,perroquet
English,French,trendy,branché
English,French,greater,plus grand
English,French,stepping,pas à pas
English,French,sidewalk,trottoir
English,French,gawking,ébahis
English,French,gaggle,groupe
English,French,waned,faibli
English,French,evolved,évolué
English,French,suited,adapté
English,French,adorn,orner
English,French,evicted,expulsés
English,French,handful,poignée
English,French,hawked,colporté
English,French,warble,gazouillis
English,French,undoubtedly,"indubitablement, sans aucune doute"
English,French,rear,arrière
English,French,heal,"guérir, cicatriser"
English,French,heat,"chaleur, chauffer"
English,French,appeal,"appel, recours, faire appel"
English,French,jack hammer,marteau-piqueur
English,French,stinky,puant
English,French,seal,"sceller, phoque"
English,French,classy,chic
English,French,furthermore,en outre
English,French,Regarding,en ce qui concerne
English,French,picky,pointilleux
English,French,settle down,"s'installer, se calmer"
English,French,joy,joie
English,French,clatter,"claquer, faire du bruit"
English,French,accurate,"précis, exact"
English,French,leap,sauter
English,French,get rid,se débarrasser
English,French,plaything,jouet
English,French,stay out of sight,rester hors de vue
English,French,faggot,tapette
English,French,figure out,"savoir, résoudre"
English,French,slipper,pantoufle
English,French,treat,traiter
English,French,sail,"voile, naviguer"
English,French,tier,"étage, échelon"
English,French,straight back,vers l'arrière
English,French,knee,genou
English,French,neat,"propre, soigné"
English,French,lowbrow,peu intellectuel
English,French,lately,récemment
English,French,how far,jusqu'à quel point
English,French,showcase,mettre en valeur
English,French,put out,"éteindre, avancer"
English,French,scout,reconnaissance
English,French,somewhat,un peu
English,French,secular,laïque
English,French,den,tanière
English,French,spleens,la rate
English,French,leash,laisse
English,French,rug,"tapis, carpette"
English,French,apparatus,appareil
English,French,laden,chargé
English,French,fencing,escrime
English,French,fence,clôture
English,French,beheadings,décapitations
English,French,harm,nuire
English,French,score-settling,règlements de comptes
English,French,overthrew,"renversé, prise de pouvoir"
English,French,revolve,"tourner, graviter"
English,French,hatred,haine
English,French,Regardless,Peu importe
English,French,lenient,clément
English,French,tears,larmes
English,French,tear,déchirer
English,French,wrapping,enveloppant
English,French,Tap water,L'eau du robinet
English,French,time difference,décalage horaire
English,French,closely,"étroitement, attentivement"
English,French,mercy,miséricorde
English,French,coal,charbon
English,French,coal mining,les mines de charbon
English,French,I took a leak,J'ai pris une fuite
English,French,due,dû
English,French,confided,confié
English,French,turnaround,redressement
English,French,gather,recueillir
English,French,ecstatic,extasié
English,French,vibe,ambiance
English,French,hurricane,ouragan
English,French,odds,chances
English,French,sneak,"mouchard, se glisser"
English,French,livelong,tout au long du jour
English,French,wrinkle,ride
English,French,along,le long de
English,French,spot,"place, repérer"
English,French,bunch,"bouquet,paquet"
English,French,blend,mélanger
English,French,tight,serré
English,French,mob,foule
English,French,claim,"réclamer, prétendre"
English,French,shredder,déchiqueteuse
English,French,vault,voûte
English,French,cart,chariot
English,French,hanged,pendu
English,French,ruthless,impitoyable
English,French,bathe,se baigner
English,French,ceiling,plafond
English,French,cheek,joue
English,French,fringe,frange
English,French,Thrift shop,boutique d'objets d'occasion
English,French,slit,"trancher, fendre"
English,French,hit,frapper
English,French,wheel,"volant, roue"
English,French,belong,appartenir
English,French,beyond,au-delà
English,French,let down,décevoir
English,French,pull out,se retirer
English,French,all along,toujours
English,French,powder,poudre
English,French,I'm going to blow your mind,Je vais t'en mettre plein la vue
English,French,assign,assigner
English,French,assignment,affectation
English,French,stand a chance,avoir une chance
English,French,asylum,asile
English,French,casket,cercueil
English,French,Reliable,fiable
English,French,related,liée
English,French,intel,intelligence
English,French,deal,traiter
English,French,sweeper,balayeur
English,French,give away,trahir
English,French,lawn,pelouse
English,French,stand,se tenir debout
English,French,stepdad,beau-père
English,French,stripe,rayure
English,French,stunt,acrobatie
English,French,bucket,seau
English,French,quandary,dilemme
English,French,decoy,leurre
English,French,hang,accrocher
English,French,heels,talon...
English,French,stand up,"résister, faire face"
English,French,bully,brutaliser
English,French,tanned,bronzé
English,French,bald,chauve
English,French,lame,boiteux
English,French,sneaky,sournois
English,French,sore,douloureux
English,French,gum,gencive
English,French,errands,courses
English,French,subsequently,par la suite
English,French,appointed,nommé
English,French,crush,écraser
English,French,plead,plaider
English,French,shred,déchiqueter
English,French,Whirling,tournoiement
English,French,Clamoring,réclament
English,French,Plight,situation critique
English,French,lenient,indulgent
English,French,cover up,dissimuler
English,French,greet,saluer
English,French,compound,enceinte
English,French,staging,mise en scène
English,French,crowd,foule
English,French,fled,fuite
English,French,hold on,tenir
English,French,steer,diriger
English,French,hang on,s'accrocher
English,French,lonesome,solitaire
English,French,run out,s'épuiser
English,French,needle,aiguille
English,French,nasty,méchant
English,French,lisp,zozoter
English,French,owl,hibou
English,French,brat,gosse
English,French,crowing,chant
English,French,duke,duc
English,French,rooster,coq
English,French,folks,gens
English,French,tie,attacher
English,French,doodle,griffonnage
English,French,beam,faisceau
English,French,barefoot,pieds nus
English,French,convenient,pratique
English,French,besides,en outre
English,French,hoop,cerceau
English,French,wreck,épave
English,French,outcast,banni
English,French,silly,idiot
English,French,grip,poignée
English,French,I expect,je m'attends à
English,French,hump,bosse
English,French,knitting,tricot
English,French,dump,déverser
English,French,fellas,les gars
English,French,fellow,camarade
English,French,crude,brute
English,French,beat up,tabasser
English,French,midgets,nains
English,French,carpet,tapis
English,French,sneak,se glisser
English,French,doom,perte
English,French,forecast,prévision
English,French,ostrich,autruche
English,French,fairness,justice
English,French,fussy,difficile
English,French,rely,compter
English,French,nest,nid
English,French,hammered,martelé
English,French,forehead,front
English,French,chump,idiot
English,French,palm,paume
English,French,creek,ruisseau
English,French,bulbous,bulbeux
English,French,gypsy,gitan
English,French,curfew,couvre-feu
English,French,cotton candy,barbe à papa
English,French,tie me up,m'attacher
English,French,staircase,escalier
English,French,reel,bobine
English,French,workout,entraînement
English,French,beaver,castor
English,French,shock,choc
English,French,bone,os
English,French,rip off,arnaquer
English,French,turn out,tourner
English,French,grunts,grognements
English,French,elbowed,un coup de coude
English,French,tweezer,pince à épiler
English,French,yards,mètres
English,French,starving,affamé
English,French,stone,pierre
English,French,diaper,couche
English,French,through,à travers
English,French,tease,taquiner
English,French,grain,grain
English,French,slide out,glisser hors
English,French,tuck,rempli
English,French,rambling,randonnée
English,French,grab,saisir
English,French,burns,brûlures
English,French,shoddy,de mauvaise qualité
English,French,swear,jurer
English,French,eager,désireux
English,French,pot,pot
English,French,tub,cuve
English,French,duty,devoir
English,French,grateful,reconnaissant
English,French,narrow,étroit
